nda,abcd,instrument
tfmri_nback_r1_783,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_caudalmiddlefrontal.rh,nbackr101
tfmri_nback_r1_784,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_cuneus.rh,nbackr101
tfmri_nback_r1_785,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_entorhinal.rh,nbackr101
tfmri_nback_r1_786,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_fusiform.rh,nbackr101
tfmri_nback_r1_787,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_inferiorparietal.rh,nbackr101
tfmri_nback_r1_788,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_inferiortemporal.rh,nbackr101
tfmri_nback_r1_789,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_isthmuscingulate.rh,nbackr101
tfmri_nback_r1_790,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_lateraloccipital.rh,nbackr101
tfmri_nback_r1_791,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_lateralorbitofrontal.rh,nbackr101
tfmri_nback_r1_792,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_lingual.rh,nbackr101
tfmri_nback_r1_793,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_medialorbitofrontal.rh,nbackr101
tfmri_nback_r1_794,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_middletemporal.rh,nbackr101
tfmri_nback_r1_795,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_parahippocampal.rh,nbackr101
tfmri_nback_r1_796,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_paracentral.rh,nbackr101
tfmri_nback_r1_797,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_parsopercularis.rh,nbackr101
tfmri_nback_r1_798,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_parsorbitalis.rh,nbackr101
tfmri_nback_r1_799,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_parstriangularis.rh,nbackr101
tfmri_nback_r1_800,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_pericalcarine.rh,nbackr101
tfmri_nback_r1_801,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_postcentral.rh,nbackr101
tfmri_nback_r1_802,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_posteriorcingulate.rh,nbackr101
tfmri_nback_r1_803,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_precentral.rh,nbackr101
tfmri_nback_r1_804,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_precuneus.rh,nbackr101
tfmri_nback_r1_805,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_rostralanteriorcingulate.rh,nbackr101
tfmri_nback_r1_806,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_rostralmiddlefrontal.rh,nbackr101
tfmri_nback_r1_807,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_superiorfrontal.rh,nbackr101
tfmri_nback_r1_808,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_superiorparietal.rh,nbackr101
tfmri_nback_r1_809,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_superiortemporal.rh,nbackr101
tfmri_nback_r1_810,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_supramarginal.rh,nbackr101
tfmri_nback_r1_811,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_frontalpole.rh,nbackr101
tfmri_nback_r1_812,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_temporalpole.rh,nbackr101
tfmri_nback_r1_813,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_transversetemporal.rh,nbackr101
tfmri_nback_r1_814,tfmri_nback_run1_negface.vs.neutface_beta_cort.desikan_insula.rh,nbackr101
tfmri_nback_r1_815,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_bankssts.lh,nbackr101
tfmri_nback_r1_816,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_caudalanteriorcingulate.lh,nbackr101
tfmri_nback_r1_817,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_caudalmiddlefrontal.lh,nbackr101
tfmri_nback_r1_818,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_cuneus.lh,nbackr101
tfmri_nback_r1_819,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_entorhinal.lh,nbackr101
tfmri_nback_r1_820,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_fusiform.lh,nbackr101
tfmri_nback_r1_821,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_inferiorparietal.lh,nbackr101
tfmri_nback_r1_822,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_inferiortemporal.lh,nbackr101
tfmri_nback_r1_823,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_isthmuscingulate.lh,nbackr101
tfmri_nback_r1_824,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_lateraloccipital.lh,nbackr101
tfmri_nback_r1_825,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_lateralorbitofrontal.lh,nbackr101
tfmri_nback_r1_826,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_lingual.lh,nbackr101
tfmri_nback_r1_827,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_medialorbitofrontal.lh,nbackr101
tfmri_nback_r1_828,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_middletemporal.lh,nbackr101
tfmri_nback_r1_829,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parahippocampal.lh,nbackr101
tfmri_nback_r1_830,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_paracentral.lh,nbackr101
tfmri_nback_r1_831,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parsopercularis.lh,nbackr101
tfmri_nback_r1_832,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parsorbitalis.lh,nbackr101
tfmri_nback_r1_833,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parstriangularis.lh,nbackr101
tfmri_nback_r1_834,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_pericalcarine.lh,nbackr101
tfmri_nback_r1_835,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_postcentral.lh,nbackr101
tfmri_nback_r1_836,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_posteriorcingulate.lh,nbackr101
tfmri_nback_r1_837,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_precentral.lh,nbackr101
tfmri_nback_r1_838,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_precuneus.lh,nbackr101
tfmri_nback_r1_839,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_rostralanteriorcingulate.lh,nbackr101
tfmri_nback_r1_840,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_rostralmiddlefrontal.lh,nbackr101
tfmri_nback_r1_841,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_superiorfrontal.lh,nbackr101
tfmri_nback_r1_842,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_superiorparietal.lh,nbackr101
tfmri_nback_r1_843,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_superiortemporal.lh,nbackr101
tfmri_nback_r1_844,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_supramarginal.lh,nbackr101
tfmri_nback_r1_845,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_frontalpole.lh,nbackr101
tfmri_nback_r1_846,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_temporalpole.lh,nbackr101
tfmri_nback_r1_847,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_transversetemporal.lh,nbackr101
tfmri_nback_r1_848,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_insula.lh,nbackr101
tfmri_nback_r1_849,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_bankssts.rh,nbackr101
tfmri_nback_r1_850,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_caudalanteriorcingulate.rh,nbackr101
tfmri_nback_r1_851,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_caudalmiddlefrontal.rh,nbackr101
tfmri_nback_r1_852,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_cuneus.rh,nbackr101
tfmri_nback_r1_853,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_entorhinal.rh,nbackr101
tfmri_nback_r1_854,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_fusiform.rh,nbackr101
tfmri_nback_r1_855,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_inferiorparietal.rh,nbackr101
tfmri_nback_r1_856,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_inferiortemporal.rh,nbackr101
tfmri_nback_r1_857,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_isthmuscingulate.rh,nbackr101
tfmri_nback_r1_858,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_lateraloccipital.rh,nbackr101
tfmri_nback_r1_859,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_lateralorbitofrontal.rh,nbackr101
tfmri_nback_r1_860,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_lingual.rh,nbackr101
tfmri_nback_r1_861,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_medialorbitofrontal.rh,nbackr101
tfmri_nback_r1_862,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_middletemporal.rh,nbackr101
tfmri_nback_r1_863,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parahippocampal.rh,nbackr101
tfmri_nback_r1_864,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_paracentral.rh,nbackr101
tfmri_nback_r1_865,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parsopercularis.rh,nbackr101
tfmri_nback_r1_866,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parsorbitalis.rh,nbackr101
tfmri_nback_r1_867,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_parstriangularis.rh,nbackr101
tfmri_nback_r1_868,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_pericalcarine.rh,nbackr101
tfmri_nback_r1_869,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_postcentral.rh,nbackr101
tfmri_nback_r1_870,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_posteriorcingulate.rh,nbackr101
tfmri_nback_r1_871,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_precentral.rh,nbackr101
tfmri_nback_r1_872,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_precuneus.rh,nbackr101
tfmri_nback_r1_873,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_rostralanteriorcingulate.rh,nbackr101
tfmri_nback_r1_874,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_rostralmiddlefrontal.rh,nbackr101
tfmri_nback_r1_875,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_superiorfrontal.rh,nbackr101
tfmri_nback_r1_876,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_superiorparietal.rh,nbackr101
tfmri_nback_r1_877,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_superiortemporal.rh,nbackr101
tfmri_nback_r1_878,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_supramarginal.rh,nbackr101
tfmri_nback_r1_879,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_frontalpole.rh,nbackr101
tfmri_nback_r1_880,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_temporalpole.rh,nbackr101
tfmri_nback_r1_881,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_transversetemporal.rh,nbackr101
tfmri_nback_r1_882,tfmri_nback_run1_posface.vs.neutface_beta_cort.desikan_insula.rh,nbackr101
tfmri_nback_r2_beta_visitid,tfmri_nback_run2_beta_visitid,nbackr201
tfmri_nback_r2_beta_tr,tfmri_nback_run2_beta_tr,nbackr201
tfmri_nback_r2_beta_numtrs,tfmri_nback_run2_beta_numtrs,nbackr201
tfmri_nback_r2_beta_dof,tfmri_nback_run2_beta_dof,nbackr201
tfmri_nback_r2_beta_nvols,tfmri_nback_run2_beta_nvols,nbackr201
tfmri_nback_r2_beta_sthnvols,tfmri_nback_run2_beta_subthresh.nvols,nbackr201
tfmri_nback_r2_beta_mm,tfmri_nback_run2_beta_mean.motion,nbackr201
tfmri_nback_r2_beta_maxmotion,tfmri_nback_run2_beta_max.motion,nbackr201
tfmri_nback_r2_beta_meantrans,tfmri_nback_run2_beta_mean.trans,nbackr201
tfmri_nback_r2_beta_maxtrans,tfmri_nback_run2_beta_max.trans,nbackr201
tfmri_nback_r2_beta_meanrot,tfmri_nback_run2_beta_mean.rot,nbackr201
tfmri_nback_r2_beta_maxrot,tfmri_nback_run2_beta_max.rot,nbackr201
tfmri_nback_r2_1,tfmri_nback_run2_0.back_beta_subcort.aseg_cerebral.white.matter.lh,nbackr201
tfmri_nback_r2_2,tfmri_nback_run2_0.back_beta_subcort.aseg_lateral.ventricle.lh,nbackr201
tfmri_nback_r2_3,tfmri_nback_run2_0.back_beta_subcort.aseg_inf.lat.vent.lh,nbackr201
tfmri_nback_r2_4,tfmri_nback_run2_0.back_beta_subcort.aseg_cerebellum.white.matter.lh,nbackr201
tfmri_nback_r2_5,tfmri_nback_run2_0.back_beta_subcort.aseg_cerebellum.cortex.lh,nbackr201
tfmri_nback_r2_6,tfmri_nback_run2_0.back_beta_subcort.aseg_thalamus.proper.lh,nbackr201
tfmri_nback_r2_7,tfmri_nback_run2_0.back_beta_subcort.aseg_caudate.lh,nbackr201
tfmri_nback_r2_8,tfmri_nback_run2_0.back_beta_subcort.aseg_putamen.lh,nbackr201
tfmri_nback_r2_9,tfmri_nback_run2_0.back_beta_subcort.aseg_pallidum.lh,nbackr201
tfmri_nback_r2_10,tfmri_nback_run2_0.back_beta_subcort.aseg_3rd.ventricle,nbackr201
tfmri_nback_r2_11,tfmri_nback_run2_0.back_beta_subcort.aseg_4th.ventricle,nbackr201
tfmri_nback_r2_12,tfmri_nback_run2_0.back_beta_subcort.aseg_brain.stem,nbackr201
tfmri_nback_r2_13,tfmri_nback_run2_0.back_beta_subcort.aseg_hippocampus.lh,nbackr201
tfmri_nback_r2_14,tfmri_nback_run2_0.back_beta_subcort.aseg_amygdala.lh,nbackr201
tfmri_nback_r2_15,tfmri_nback_run2_0.back_beta_subcort.aseg_csf,nbackr201
tfmri_nback_r2_16,tfmri_nback_run2_0.back_beta_subcort.aseg_accumbens.area.lh,nbackr201
tfmri_nback_r2_17,tfmri_nback_run2_0.back_beta_subcort.aseg_ventraldc.lh,nbackr201
tfmri_nback_r2_18,tfmri_nback_run2_0.back_beta_subcort.aseg_cerebral.white.matter.rh,nbackr201
tfmri_nback_r2_19,tfmri_nback_run2_0.back_beta_subcort.aseg_lateral.ventricle.rh,nbackr201
tfmri_nback_r2_20,tfmri_nback_run2_0.back_beta_subcort.aseg_inf.lat.vent.rh,nbackr201
tfmri_nback_r2_21,tfmri_nback_run2_0.back_beta_subcort.aseg_cerebellum.white.matter.rh,nbackr201
tfmri_nback_r2_22,tfmri_nback_run2_0.back_beta_subcort.aseg_cerebellum.cortex.rh,nbackr201
tfmri_nback_r2_23,tfmri_nback_run2_0.back_beta_subcort.aseg_thalamus.proper.rh,nbackr201
tfmri_nback_r2_24,tfmri_nback_run2_0.back_beta_subcort.aseg_caudate.rh,nbackr201
tfmri_nback_r2_25,tfmri_nback_run2_0.back_beta_subcort.aseg_putamen.rh,nbackr201
tfmri_nback_r2_26,tfmri_nback_run2_0.back_beta_subcort.aseg_pallidum.rh,nbackr201
tfmri_nback_r2_27,tfmri_nback_run2_0.back_beta_subcort.aseg_hippocampus.rh,nbackr201
tfmri_nback_r2_28,tfmri_nback_run2_0.back_beta_subcort.aseg_amygdala.rh,nbackr201
tfmri_nback_r2_29,tfmri_nback_run2_0.back_beta_subcort.aseg_accumbens.area.rh,nbackr201
tfmri_nback_r2_30,tfmri_nback_run2_0.back_beta_subcort.aseg_ventraldc.rh,nbackr201
tfmri_nback_r2_31,tfmri_nback_run2_2.back_beta_subcort.aseg_cerebral.white.matter.lh,nbackr201
tfmri_nback_r2_32,tfmri_nback_run2_2.back_beta_subcort.aseg_lateral.ventricle.lh,nbackr201
tfmri_nback_r2_33,tfmri_nback_run2_2.back_beta_subcort.aseg_inf.lat.vent.lh,nbackr201
tfmri_nback_r2_34,tfmri_nback_run2_2.back_beta_subcort.aseg_cerebellum.white.matter.lh,nbackr201
tfmri_nback_r2_35,tfmri_nback_run2_2.back_beta_subcort.aseg_cerebellum.cortex.lh,nbackr201
tfmri_nback_r2_36,tfmri_nback_run2_2.back_beta_subcort.aseg_thalamus.proper.lh,nbackr201
tfmri_nback_r2_37,tfmri_nback_run2_2.back_beta_subcort.aseg_caudate.lh,nbackr201
tfmri_nback_r2_38,tfmri_nback_run2_2.back_beta_subcort.aseg_putamen.lh,nbackr201
tfmri_nback_r2_39,tfmri_nback_run2_2.back_beta_subcort.aseg_pallidum.lh,nbackr201
tfmri_nback_r2_40,tfmri_nback_run2_2.back_beta_subcort.aseg_3rd.ventricle,nbackr201
tfmri_nback_r2_41,tfmri_nback_run2_2.back_beta_subcort.aseg_4th.ventricle,nbackr201
tfmri_nback_r2_42,tfmri_nback_run2_2.back_beta_subcort.aseg_brain.stem,nbackr201
tfmri_nback_r2_43,tfmri_nback_run2_2.back_beta_subcort.aseg_hippocampus.lh,nbackr201
tfmri_nback_r2_44,tfmri_nback_run2_2.back_beta_subcort.aseg_amygdala.lh,nbackr201
tfmri_nback_r2_45,tfmri_nback_run2_2.back_beta_subcort.aseg_csf,nbackr201
tfmri_nback_r2_46,tfmri_nback_run2_2.back_beta_subcort.aseg_accumbens.area.lh,nbackr201
tfmri_nback_r2_47,tfmri_nback_run2_2.back_beta_subcort.aseg_ventraldc.lh,nbackr201
tfmri_nback_r2_48,tfmri_nback_run2_2.back_beta_subcort.aseg_cerebral.white.matter.rh,nbackr201
tfmri_nback_r2_49,tfmri_nback_run2_2.back_beta_subcort.aseg_lateral.ventricle.rh,nbackr201
tfmri_nback_r2_50,tfmri_nback_run2_2.back_beta_subcort.aseg_inf.lat.vent.rh,nbackr201
tfmri_nback_r2_51,tfmri_nback_run2_2.back_beta_subcort.aseg_cerebellum.white.matter.rh,nbackr201
tfmri_nback_r2_52,tfmri_nback_run2_2.back_beta_subcort.aseg_cerebellum.cortex.rh,nbackr201
tfmri_nback_r2_53,tfmri_nback_run2_2.back_beta_subcort.aseg_thalamus.proper.rh,nbackr201
tfmri_nback_r2_54,tfmri_nback_run2_2.back_beta_subcort.aseg_caudate.rh,nbackr201
tfmri_nback_r2_55,tfmri_nback_run2_2.back_beta_subcort.aseg_putamen.rh,nbackr201
tfmri_nback_r2_56,tfmri_nback_run2_2.back_beta_subcort.aseg_pallidum.rh,nbackr201
tfmri_nback_r2_57,tfmri_nback_run2_2.back_beta_subcort.aseg_hippocampus.rh,nbackr201
tfmri_nback_r2_58,tfmri_nback_run2_2.back_beta_subcort.aseg_amygdala.rh,nbackr201
tfmri_nback_r2_59,tfmri_nback_run2_2.back_beta_subcort.aseg_accumbens.area.rh,nbackr201
tfmri_nback_r2_60,tfmri_nback_run2_2.back_beta_subcort.aseg_ventraldc.rh,nbackr201
tfmri_nback_r2_61,tfmri_nback_run2_place_beta_subcort.aseg_cerebral.white.matter.lh,nbackr201
tfmri_nback_r2_62,tfmri_nback_run2_place_beta_subcort.aseg_lateral.ventricle.lh,nbackr201
tfmri_nback_r2_63,tfmri_nback_run2_place_beta_subcort.aseg_inf.lat.vent.lh,nbackr201
tfmri_nback_r2_64,tfmri_nback_run2_place_beta_subcort.aseg_cerebellum.white.matter.lh,nbackr201
tfmri_nback_r2_65,tfmri_nback_run2_place_beta_subcort.aseg_cerebellum.cortex.lh,nbackr201
tfmri_nback_r2_66,tfmri_nback_run2_place_beta_subcort.aseg_thalamus.proper.lh,nbackr201
tfmri_nback_r2_67,tfmri_nback_run2_place_beta_subcort.aseg_caudate.lh,nbackr201
tfmri_nback_r2_68,tfmri_nback_run2_place_beta_subcort.aseg_putamen.lh,nbackr201
tfmri_nback_r2_69,tfmri_nback_run2_place_beta_subcort.aseg_pallidum.lh,nbackr201
tfmri_nback_r2_70,tfmri_nback_run2_place_beta_subcort.aseg_3rd.ventricle,nbackr201
tfmri_nback_r2_71,tfmri_nback_run2_place_beta_subcort.aseg_4th.ventricle,nbackr201
tfmri_nback_r2_72,tfmri_nback_run2_place_beta_subcort.aseg_brain.stem,nbackr201
tfmri_nback_r2_73,tfmri_nback_run2_place_beta_subcort.aseg_hippocampus.lh,nbackr201
tfmri_nback_r2_74,tfmri_nback_run2_place_beta_subcort.aseg_amygdala.lh,nbackr201
tfmri_nback_r2_75,tfmri_nback_run2_place_beta_subcort.aseg_csf,nbackr201
tfmri_nback_r2_76,tfmri_nback_run2_place_beta_subcort.aseg_accumbens.area.lh,nbackr201
tfmri_nback_r2_77,tfmri_nback_run2_place_beta_subcort.aseg_ventraldc.lh,nbackr201
tfmri_nback_r2_78,tfmri_nback_run2_place_beta_subcort.aseg_cerebral.white.matter.rh,nbackr201
tfmri_nback_r2_79,tfmri_nback_run2_place_beta_subcort.aseg_lateral.ventricle.rh,nbackr201
tfmri_nback_r2_80,tfmri_nback_run2_place_beta_subcort.aseg_inf.lat.vent.rh,nbackr201
tfmri_nback_r2_81,tfmri_nback_run2_place_beta_subcort.aseg_cerebellum.white.matter.rh,nbackr201
tfmri_nback_r2_82,tfmri_nback_run2_place_beta_subcort.aseg_cerebellum.cortex.rh,nbackr201
tfmri_nback_r2_83,tfmri_nback_run2_place_beta_subcort.aseg_thalamus.proper.rh,nbackr201
tfmri_nback_r2_84,tfmri_nback_run2_place_beta_subcort.aseg_caudate.rh,nbackr201
tfmri_nback_r2_85,tfmri_nback_run2_place_beta_subcort.aseg_putamen.rh,nbackr201
tfmri_nback_r2_86,tfmri_nback_run2_place_beta_subcort.aseg_pallidum.rh,nbackr201
tfmri_nback_r2_87,tfmri_nback_run2_place_beta_subcort.aseg_hippocampus.rh,nbackr201
tfmri_nback_r2_88,tfmri_nback_run2_place_beta_subcort.aseg_amygdala.rh,nbackr201
tfmri_nback_r2_89,tfmri_nback_run2_place_beta_subcort.aseg_accumbens.area.rh,nbackr201
tfmri_nback_r2_90,tfmri_nback_run2_place_beta_subcort.aseg_ventraldc.rh,nbackr201
tfmri_nback_r2_91,tfmri_nback_run2_emotion_beta_subcort.aseg_cerebral.white.matter.lh,nbackr201
tfmri_nback_r2_92,tfmri_nback_run2_emotion_beta_subcort.aseg_lateral.ventricle.lh,nbackr201
tfmri_nback_r2_93,tfmri_nback_run2_emotion_beta_subcort.aseg_inf.lat.vent.lh,nbackr201
tfmri_nback_r2_94,tfmri_nback_run2_emotion_beta_subcort.aseg_cerebellum.white.matter.lh,nbackr201
tfmri_nback_r2_95,tfmri_nback_run2_emotion_beta_subcort.aseg_cerebellum.cortex.lh,nbackr201
tfmri_nback_r2_96,tfmri_nback_run2_emotion_beta_subcort.aseg_thalamus.proper.lh,nbackr201
tfmri_nback_r2_97,tfmri_nback_run2_emotion_beta_subcort.aseg_caudate.lh,nbackr201
tfmri_nback_r2_98,tfmri_nback_run2_emotion_beta_subcort.aseg_putamen.lh,nbackr201
tfmri_nback_r2_99,tfmri_nback_run2_emotion_beta_subcort.aseg_pallidum.lh,nbackr201
tfmri_nback_r2_100,tfmri_nback_run2_emotion_beta_subcort.aseg_3rd.ventricle,nbackr201
tfmri_nback_r2_101,tfmri_nback_run2_emotion_beta_subcort.aseg_4th.ventricle,nbackr201
tfmri_nback_r2_102,tfmri_nback_run2_emotion_beta_subcort.aseg_brain.stem,nbackr201
tfmri_nback_r2_103,tfmri_nback_run2_emotion_beta_subcort.aseg_hippocampus.lh,nbackr201
tfmri_nback_r2_104,tfmri_nback_run2_emotion_beta_subcort.aseg_amygdala.lh,nbackr201
tfmri_nback_r2_105,tfmri_nback_run2_emotion_beta_subcort.aseg_csf,nbackr201
tfmri_nback_r2_106,tfmri_nback_run2_emotion_beta_subcort.aseg_accumbens.area.lh,nbackr201
tfmri_nback_r2_107,tfmri_nback_run2_emotion_beta_subcort.aseg_ventraldc.lh,nbackr201
tfmri_nback_r2_108,tfmri_nback_run2_emotion_beta_subcort.aseg_cerebral.white.matter.rh,nbackr201
tfmri_nback_r2_109,tfmri_nback_run2_emotion_beta_subcort.aseg_lateral.ventricle.rh,nbackr201
tfmri_nback_r2_110,tfmri_nback_run2_emotion_beta_subcort.aseg_inf.lat.vent.rh,nbackr201
tfmri_nback_r2_111,tfmri_nback_run2_emotion_beta_subcort.aseg_cerebellum.white.matter.rh,nbackr201
tfmri_nback_r2_112,tfmri_nback_run2_emotion_beta_subcort.aseg_cerebellum.cortex.rh,nbackr201
tfmri_nback_r2_113,tfmri_nback_run2_emotion_beta_subcort.aseg_thalamus.proper.rh,nbackr201
tfmri_nback_r2_114,tfmri_nback_run2_emotion_beta_subcort.aseg_caudate.rh,nbackr201
tfmri_nback_r2_115,tfmri_nback_run2_emotion_beta_subcort.aseg_putamen.rh,nbackr201
tfmri_nback_r2_116,tfmri_nback_run2_emotion_beta_subcort.aseg_pallidum.rh,nbackr201
tfmri_nback_r2_117,tfmri_nback_run2_emotion_beta_subcort.aseg_hippocampus.rh,nbackr201
tfmri_nback_r2_118,tfmri_nback_run2_emotion_beta_subcort.aseg_amygdala.rh,nbackr201
tfmri_nback_r2_119,tfmri_nback_run2_emotion_beta_subcort.aseg_accumbens.area.rh,nbackr201
tfmri_nback_r2_120,tfmri_nback_run2_emotion_beta_subcort.aseg_ventraldc.rh,nbackr201
tfmri_nback_r2_121,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_cerebral.white.matter.lh,nbackr201
tfmri_nback_r2_122,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_lateral.ventricle.lh,nbackr201
tfmri_nback_r2_123,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_inf.lat.vent.lh,nbackr201
tfmri_nback_r2_124,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_cerebellum.white.matter.lh,nbackr201
tfmri_nback_r2_125,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_cerebellum.cortex.lh,nbackr201
tfmri_nback_r2_126,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_thalamus.proper.lh,nbackr201
tfmri_nback_r2_127,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_caudate.lh,nbackr201
tfmri_nback_r2_128,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_putamen.lh,nbackr201
tfmri_nback_r2_129,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_pallidum.lh,nbackr201
tfmri_nback_r2_130,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_3rd.ventricle,nbackr201
tfmri_nback_r2_131,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_4th.ventricle,nbackr201
tfmri_nback_r2_132,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_brain.stem,nbackr201
tfmri_nback_r2_133,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_hippocampus.lh,nbackr201
tfmri_nback_r2_134,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_amygdala.lh,nbackr201
tfmri_nback_r2_135,tfmri_nback_run2_2.back.vs.0.back_beta_subcort.aseg_csf,nbackr201
